,error_cohort_gammafit_mean,error_cohort_midpoint_mean,error_cohort_qp_midpoint_mean,error_cohort_qp_gammafit_mean,error_pop_gammafit_mean,error_pop_midpoint_mean,error_pop_qp_midpoint_mean,error_pop_qp_gammafit_mean,linf_cohort_vec,kl_cohort_vec,linf_pop_vec,kl_pop_vec
value,0.013437546841954973,1.092649464994572,0.30262486279614453,0.02139950389105172,0.02144107919579863,1.091078947368421,0.29857894736842105,0.017679685840621406,0.006487969685641026,0.00017969633941244305,0.0048070175438596485,0.00016212019560944094
