1.0,2.0,3.0,4.0,5.0,All
1.0,0.0,0.0,0.0,0.0,0.2998
0.0,1.0,0.0,0.0,0.0,0.2903
0.0,0.0,1.0,0.0,0.0,0.21045
0.0,0.0,0.0,1.0,0.0,0.10285
0.0,0.0,0.0,0.0,1.0,0.0966
