,error_cohort_gammafit_mean,error_cohort_midpoint_mean,error_cohort_qp_midpoint_mean,error_cohort_qp_gammafit_mean,error_pop_gammafit_mean,error_pop_midpoint_mean,error_pop_qp_midpoint_mean,error_pop_qp_gammafit_mean,linf_cohort_vec,kl_cohort_vec,linf_pop_vec,kl_pop_vec
value,0.013437546841954973,1.092649464994572,0.2665562095688432,0.04068553356956661,0.02144107919579863,1.091078947368421,0.2625000000000002,0.04389441020848528,0.004909230260815994,0.00017778782419913732,0.0055789473684210444,0.00024832118814243926
