,error_cohort_gammafit_mean,error_cohort_midpoint_mean,error_cohort_qp_midpoint_mean,error_cohort_qp_gammafit_mean,error_pop_gammafit_mean,error_pop_midpoint_mean,error_pop_qp_midpoint_mean,error_pop_qp_gammafit_mean,linf_cohort_vec,kl_cohort_vec,linf_pop_vec,kl_pop_vec
value,0.013437546841954973,1.092649464994572,0.284347034467912,0.014546086567454708,0.02144107919579863,1.091078947368421,0.28031140350877237,0.017843448503153336,0.0008510358525880141,5.248760101000602e-06,0.0038421052631578967,7.65920081872303e-05
